Timestamp [ms][dev],Gyr.X,Gyr.Y,Gyr.Z,Axl.X,Axl.Y,Axl.Z,Mag.X,Mag.Y,Mag.Z,Temp,Hum
1740486669703,-5.87125,-1.00625,11.10375,-588.894,-923.174,-132.126,220.1111,119.848,-242.0345,22.69518,20.4806
1740486669704,-5.775,-3.19375,10.28125,-525.454,-925.37,-229.97,220.988,117.8018,-235.4575,22.69518,20.4806
1740486669705,-5.46875,-3.045,9.77375,-545.706,-919.514,-215.086,220.1111,121.0172,-228.442,22.69518,20.4806
1740486669706,-5.705,-4.585,9.3975,-588.04,-937.448,-160.064,221.8649,114.8787,-228.7343,22.69518,20.4806
1740486669708,-6.01125,-6.30875,8.575,-600.118,-947.574,-150.67,225.665,115.4633,-230.0497,22.69518,20.4806
1740486669709,-7.1575,-6.81625,8.1025,-715.164,-975.268,-181.292,224.7881,113.7094,-221.4265,22.69518,20.4806
1740486669710,-5.87125,-7.60375,9.26625,-734.44,-1032.73,-188.368,219.8188,119.2634,-233.5574,22.69518,20.4806
1740486669711,-3.36,-8.47,9.0125,-676.856,-1013.942,-205.448,221.5726,119.5557,-232.9728,22.69518,20.4806
1740486669712,-2.765,-9.17875,7.30625,-587.064,-979.05,-220.82,225.665,120.1403,-226.1035,22.69518,20.4806
1740486669714,-2.65125,-9.1,5.48625,-510.814,-962.092,-228.628,225.665,123.648,-232.6805,22.69518,20.4806
1740486669715,-2.205,-8.96,3.7625,-432.246,-934.886,-244.61,230.0497,118.6787,-222.4496,22.69518,20.4806
1740486669716,-2.56375,-7.945,2.12625,-399.916,-909.144,-258.03,222.4496,120.7249,-226.6881,22.69518,20.4806
1740486669717,-3.01,-6.6675,1.21625,-382.714,-885.11,-259.494,219.5264,125.9865,-233.5574,22.69518,20.4806
1740486669719,-3.56125,-5.2325,0.35875,-386.252,-874.74,-264.74,218.0649,114.0017,-232.242,22.69518,20.4806
1740486669720,-3.9725,-3.71,0.105,-394.182,-873.642,-260.348,216.0187,117.2172,-225.2265,22.69518,20.4806
1740486669721,-4.13,-1.715,0.35,-471.042,-872.788,-261.08,214.2648,118.3864,-233.4113,22.69518,20.4806
1740486669723,-3.01,0.875,2.695,-634.888,-865.712,-249.49,209.5878,118.6787,-238.6729,22.69518,20.4806
1740486669724,-2.66,1.855,5.7225,-743.102,-903.41,-227.286,217.1879,124.8173,-235.8959,22.69518,20.4806
1740486669725,-1.8725,1.32125,7.11375,-761.036,-948.55,-220.21,219.8188,114.5864,-225.8112,22.69518,20.4806
1740486669726,-1.56625,0.30625,6.08125,-661.728,-958.92,-237.29,217.1879,119.848,-215.5802,22.69518,20.4806
1740486669728,-0.55125,-0.07,4.8125,-631.716,-970.754,-215.94,224.4958,118.9711,-226.6881,22.69518,20.4806
1740486669729,0.42875,-0.72625,4.15625,-616.344,-962.214,-234.728,218.9418,114.8787,-228.0035,22.69518,20.4806
1740486669730,0.98,-0.6125,3.7625,-650.992,-956.114,-239.73,224.7881,120.4326,-237.9421,22.69518,20.4806
1740486669731,1.3825,-0.56,4.06875,-713.334,-945.622,-259.128,223.6188,121.6019,-226.2496,22.69518,20.4806
1740486669732,0.6475,1.21625,6.88625,-1000.156,-787.022,-418.46,225.3727,117.8018,-232.5343,22.69518,20.4806
1740486669734,-0.14875,2.80875,13.5975,-1216.95,-1002.84,-104.188,219.8188,121.0172,-235.4575,22.69518,20.4806
1740486669735,3.43875,-5.005,12.43375,-1037.244,-978.44,-182.268,221.5726,120.7249,-232.6805,22.69518,20.4806
1740486669736,4.865,-7.74375,10.00125,-993.568,-950.868,-201.178,223.9111,115.171,-237.5036,22.69518,20.4806
1740486669737,6.04625,-11.8125,8.9075,-941.596,-951.478,-152.744,226.2496,120.1403,-233.5574,22.69518,20.4806
1740486669739,7.14875,-16.19625,7.7,-899.018,-938.79,-142.74,219.5264,124.8173,-237.9421,22.69518,20.4806
1740486669740,7.91875,-20.18625,6.3,-853.512,-920.612,-165.554,220.1111,119.848,-227.8573,22.69518,20.4806
1740486669741,8.30375,-23.625,4.80375,-817.278,-902.678,-177.022,217.1879,115.4633,-233.5574,22.69518,20.4806
1740486669743,8.72375,-26.7225,3.36,-775.92,-878.644,-166.774,218.3572,121.0172,-230.4881,22.69518,20.4806
1740486669744,8.4175,-29.5575,2.21375,-740.174,-862.052,-160.064,224.4958,117.2172,-240.7191,22.69518,20.4806
1740486669745,7.98,-32.165,0.76125,-708.942,-848.998,-168.36,214.2648,118.3864,-229.7574,22.69518,20.4806
1740486669746,7.56,-34.37875,0.0525,-677.1,-829.966,-160.796,220.1111,114.5864,-235.4575,22.69518,20.4806
1740486669748,6.95625,-36.33,-0.77,-651.602,-825.696,-175.558,230.9266,116.0479,-231.2189,22.69518,20.4806
1740486669749,6.23875,-38.0275,-1.3125,-632.448,-824.11,-172.508,230.0497,115.4633,-226.2496,22.69518,20.4806
1740486669750,5.7225,-39.7775,-1.96,-606.584,-817.522,-175.192,229.4651,115.171,-236.1882,22.69518,20.4806
